Date,Dungeon,Result,Clear time,Mana,Crystal,Energy,Drop,Rune Grade,Sell value,Rune Set,Max Efficiency,Slot,Rune Rarity,Main stat,Prefix stat,Secondary stat 1,"Secondary stat 2,",Secondary stat 3,Secondary stat 4
﻿2016-05-09 17:45,Dragon's Lair B10,Win,2:51,4563,0,0,Rune,5*,11305,Revenge,63.08%,1,Rare,ATK +15,,HP 4%,Resistance 4%,,
﻿2016-05-09 17:48,Dragon's Lair B10,Win,2:46,4588,0,3,Unknown Scroll x4,,,,,,,,,,,,
﻿2016-05-09 17:52,Dragon's Lair B10,Win,3:16,4238,0,0,Rune,5*,16150,Shield,70.85%,1,Legendary,ATK +15,,CRI Dmg 4%,ATK 4%,CRI Rate 3%,HP +242
﻿2016-05-09 17:55,Dragon's Lair B10,Win,2:38,4363,1,1,Rune,6*,21397,Violent,80.34%,3,Rare,DEF +22,HP +336,SPD +6,CRI Rate 5%,,
﻿2016-05-09 17:59,Dragon's Lair B10,Win,2:56,4468,0,2,Rune,6*,20288,Revenge,79.85%,5,Rare,HP +360,CRI Rate 4%,HP 8%,CRI Dmg 5%,,
﻿2016-05-09 18:02,Dragon's Lair B10,Win,2:57,4194,0,0,Rune,5*,8925,Revenge,66.51%,3,Rare,DEF +15,,Accuracy 7%,CRI Dmg 4%,,
﻿2016-05-09 18:06,Dragon's Lair B10,Win,3:14,4584,0,0,Rune,5*,16830,Shield,79.55%,4,Legendary,CRI Rate 5%,HP 7%,SPD +3,ATK 4%,ATK +14,DEF 5%
﻿2016-05-09 18:09,Dragon's Lair B10,Win,2:40,4147,1,0,Unknown Scroll x5,,,,,,,,,,,,
﻿2016-05-09 18:12,Dragon's Lair B10,Win,2:42,4247,0,1,Rune,5*,13600,Focus,76.61%,2,Legendary,DEF 8%,HP +284,HP 4%,Accuracy 3%,DEF +15,ATK +13
﻿2016-05-10 00:01,Hydeni Ruins Hell - 5,Win,0:47,843,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 00:03,Hydeni Ruins Hell - 5,Win,0:55,972,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 00:03,Hydeni Ruins Hell - 5,Win,0:36,1593,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 00:06,Tamor Desert Hell - 3,Win,0:56,1579,0,1,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:07,Tamor Desert Hell - 3,Win,1:34,1583,0,2,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:09,Tamor Desert Hell - 3,Win,1:12,1495,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:10,Tamor Desert Hell - 3,Win,1:02,1409,0,1,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:12,Tamor Desert Hell - 3,Win,1:03,1457,0,0,Rune,3*,1739,Endure,51.23%,3,Magic,DEF +7,DEF 5%,HP +85,,,
﻿2016-05-10 00:13,Tamor Desert Hell - 3,Win,0:59,902,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:14,Tamor Desert Hell - 3,Win,0:24,757,0,2,Rune,4*,2067,Endure,51.69%,3,Common,DEF +10,,,,,
﻿2016-05-10 00:14,Tamor Desert Hell - 3,Win,0:38,1299,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 00:16,Tamor Desert Hell - 3,Win,0:39,1260,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:17,Tamor Desert Hell - 3,Win,0:53,1128,0,2,Rune,3*,1352,Endure,47.43%,3,Magic,DEF +7,,CRI Dmg 2%,,,
﻿2016-05-10 00:19,Tamor Desert Hell - 3,Win,1:32,1207,1,0,Rune,4*,2411,Endure,52.78%,3,Magic,DEF +10,,HP +78,,,
﻿2016-05-10 00:22,Tamor Desert Hell - 3,Win,1:35,1663,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 00:24,Tamor Desert Hell - 3,Win,1:19,1622,0,0,Rune,3*,1546,Endure,50.04%,3,Common,DEF +7,HP 5%,,,,
﻿2016-05-10 00:25,Tamor Desert Hell - 3,Win,1:06,724,0,0,Serpent (Wind) 3*,,,,,,,,,,,,
﻿2016-05-10 00:27,Tamor Desert Hell - 3,Win,1:09,946,0,2,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:28,Tamor Desert Hell - 3,Win,0:56,1109,1,2,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 00:29,Tamor Desert Hell - 3,Win,1:04,1411,0,1,Rune,4*,2067,Endure,51.69%,3,Common,DEF +10,,,,,
﻿2016-05-10 01:08,Tamor Desert Hell - 3,Win,0:51,2164,0,3,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:10,Tamor Desert Hell - 3,Win,1:26,1499,0,1,Sandman (Wind) 1*,,,,,,,,,,,,
﻿2016-05-10 01:11,Tamor Desert Hell - 3,Win,1:19,1567,0,0,Rune,4*,2067,Endure,51.69%,3,Common,DEF +10,,,,,
﻿2016-05-10 01:12,Tamor Desert Hell - 3,Win,0:34,1742,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:15,Tamor Desert Hell - 3,Win,1:21,1335,1,1,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:16,Tamor Desert Hell - 3,Win,1:03,1235,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:17,Tamor Desert Hell - 3,Win,0:48,1756,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 01:19,Tamor Desert Hell - 3,Win,1:10,1658,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:20,Tamor Desert Hell - 3,Win,0:53,1595,0,3,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 01:22,Tamor Desert Hell - 3,Win,1:03,971,0,1,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:23,Tamor Desert Hell - 3,Win,1:09,1247,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 01:25,Tamor Desert Hell - 3,Win,1:44,2181,0,2,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:27,Tamor Desert Hell - 3,Win,1:36,2040,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:28,Tamor Desert Hell - 3,Win,0:42,1975,1,2,Rune,3*,1546,Endure,46.54%,3,Common,DEF +7,HP +94,,,,
﻿2016-05-10 01:29,Tamor Desert Hell - 3,Win,0:49,954,0,1,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:30,Tamor Desert Hell - 3,Win,0:37,1025,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:32,Tamor Desert Hell - 3,Win,1:18,775,0,0,Rune,3*,1159,Endure,45.23%,3,Common,DEF +7,,,,,
﻿2016-05-10 01:34,Tamor Desert Hell - 3,Win,1:37,1313,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 01:38,Hall of Magic B10,Win,1:20,2752,0,0,Essence of Magic(Mid) x1,,,,,,,,,,,,
﻿2016-05-10 01:40,Hydeni Ruins Hell - 5,Win,0:55,1575,1,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:43,Hydeni Ruins Hell - 5,Win,0:38,1932,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:44,Hydeni Ruins Hell - 5,Win,0:51,1441,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:46,Hydeni Ruins Hell - 5,Win,0:37,2254,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-10 01:47,Hydeni Ruins Hell - 5,Win,0:36,1937,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:48,Hydeni Ruins Hell - 5,Win,0:29,1407,0,2,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-10 01:49,Hydeni Ruins Hell - 5,Win,0:44,1856,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:50,Hydeni Ruins Hell - 5,Win,0:33,1669,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:52,Hydeni Ruins Hell - 5,Win,0:37,1219,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-10 01:53,Hydeni Ruins Hell - 5,Win,0:31,1190,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:53,Hydeni Ruins Hell - 5,Win,0:30,1443,0,0,Rune,3*,1443,Guard,47.79%,5,Magic,HP +100,,CRI Rate 2%,,,
﻿2016-05-10 01:54,Hydeni Ruins Hell - 5,Win,0:24,680,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 01:56,Hydeni Ruins Hell - 5,Win,0:37,813,0,0,Low Elemental (Water) 1*,,,,,,,,,,,,
﻿2016-05-10 01:57,Hydeni Ruins Hell - 5,Win,0:40,1326,0,4,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 01:59,Hydeni Ruins Hell - 5,Win,0:39,1211,0,1,Rune,4*,2572,Guard,55.54%,5,Magic,HP +160,,HP 4%,,,
﻿2016-05-10 02:02,Hydeni Ruins Hell - 5,Win,0:30,1990,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-10 02:04,Faimon Volcano Hell - 1,Win,1:40,1721,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 02:09,Aiden Forest Hell - 1,Win,1:09,1965,0,1,Rune,3*,2937,Will,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 02:13,Aiden Forest Hell - 1,Win,1:25,1199,1,0,Rune,3*,3182,Will,45.99%,1,Magic,ATK +7,,HP +54,,,
﻿2016-05-10 03:03,Aiden Forest Hard - 1,Win,2:24,1375,0,2,Rune,2*,1824,Will,40.31%,1,Common,ATK +5,,,,,
﻿2016-05-10 03:06,Aiden Forest Hard - 1,Win,1:45,2052,0,0,Rune,2*,1824,Will,40.31%,1,Common,ATK +5,,,,,
﻿2016-05-10 03:08,Aiden Forest Hard - 1,Win,1:38,1665,0,1,Rune,2*,2128,Will,41.27%,1,Common,ATK +5,HP 1%,,,,
﻿2016-05-10 05:02,Faimon Volcano Hell - 1,Win,1:30,1591,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 05:04,Faimon Volcano Hell - 1,Win,1:10,1401,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:06,Faimon Volcano Hell - 1,Win,1:29,1722,0,0,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 05:08,Faimon Volcano Hell - 1,Win,1:30,2058,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:10,Faimon Volcano Hell - 1,Win,1:24,1156,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 05:12,Faimon Volcano Hell - 1,Win,1:22,2044,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:15,Faimon Volcano Hell - 1,Win,1:37,1238,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:17,Faimon Volcano Hell - 1,Win,1:26,1620,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:19,Faimon Volcano Hell - 1,Win,1:08,1580,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 05:21,Faimon Volcano Hell - 1,Win,1:14,1435,0,0,Rune,4*,6109,Revenge,56.50%,1,Common,ATK +10,HP 5%,,,,
﻿2016-05-10 05:23,Faimon Volcano Hell - 1,Win,1:15,1050,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:33,Faimon Volcano Hell - 1,Win,1:13,1066,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:35,Faimon Volcano Hell - 1,Win,1:24,1373,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:37,Faimon Volcano Hell - 1,Win,1:27,1139,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 05:39,Faimon Volcano Hell - 1,Win,1:26,1860,0,2,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:42,Faimon Volcano Hell - 1,Win,1:51,1915,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:43,Faimon Volcano Hell - 1,Win,1:14,1201,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 05:46,Faimon Volcano Hell - 1,Win,1:32,1566,0,2,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 05:47,Faimon Volcano Hell - 1,Win,1:22,992,0,0,Rune,3*,3427,Revenge,50.04%,1,Common,ATK +7,HP 5%,,,,
﻿2016-05-10 05:50,Faimon Volcano Hell - 1,Win,1:06,2268,0,3,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 05:52,Faimon Volcano Hell - 1,Win,1:25,1961,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:53,Faimon Volcano Hell - 1,Win,1:07,793,0,2,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 05:55,Faimon Volcano Hell - 1,Win,1:13,1194,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 05:57,Faimon Volcano Hell - 1,Win,1:10,1422,0,2,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:00,Faimon Volcano Hell - 1,Win,1:26,1059,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:01,Faimon Volcano Hell - 1,Win,1:23,1651,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:03,Faimon Volcano Hell - 1,Win,0:56,1927,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 06:06,Faimon Volcano Hell - 1,Win,1:08,1111,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:09,Faimon Volcano Hell - 1,Win,1:39,1407,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:11,Faimon Volcano Hell - 1,Win,1:23,1405,0,1,Rune,4*,5673,Revenge,54.58%,1,Magic,ATK +10,,Resistance 3%,,,
﻿2016-05-10 06:15,Faimon Volcano Hell - 1,Win,1:20,2238,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:17,Faimon Volcano Hell - 1,Win,1:20,1283,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 06:19,Faimon Volcano Hell - 1,Win,1:00,951,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:22,Faimon Volcano Hell - 1,Win,1:30,1449,0,1,Rune,4*,6109,Revenge,57.19%,1,Common,ATK +10,CRI Dmg 5%,,,,
﻿2016-05-10 06:24,Faimon Volcano Hell - 1,Win,1:28,1605,0,0,Rune,3*,3427,Revenge,49.08%,1,Common,ATK +7,CRI Rate 3%,,,,
﻿2016-05-10 06:27,Faimon Volcano Hell - 1,Win,1:16,1887,0,0,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 06:29,Faimon Volcano Hell - 1,Win,1:00,1885,0,0,Rainbowmon 2*,,,,,,,,,,,,
﻿2016-05-10 06:31,Faimon Volcano Hell - 1,Win,1:37,1607,0,1,Salamander (Fire) 3*,,,,,,,,,,,,
﻿2016-05-10 06:33,Faimon Volcano Hell - 1,Win,1:21,1015,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 06:35,Faimon Volcano Hell - 1,Win,1:29,1585,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:38,Faimon Volcano Hell - 1,Win,1:17,1469,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 06:41,Faimon Volcano Hell - 1,Win,1:33,756,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:43,Faimon Volcano Hell - 1,Win,1:12,1920,0,2,Rune,3*,3427,Revenge,46.51%,1,Common,ATK +7,CRI Rate 1%,,,,
﻿2016-05-10 06:45,Faimon Volcano Hell - 1,Win,1:25,2236,1,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 06:47,Faimon Volcano Hell - 1,Win,1:14,1003,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 06:50,Faimon Volcano Hell - 1,Win,1:18,995,1,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:21,Faimon Volcano Hell - 1,Win,1:19,1144,0,2,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 07:23,Faimon Volcano Hell - 1,Win,1:24,1133,0,2,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:25,Faimon Volcano Hell - 1,Win,1:25,1319,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:27,Faimon Volcano Hell - 1,Win,1:27,1439,0,0,Rune,3*,3182,Revenge,46.51%,1,Magic,ATK +7,,SPD +1,,,
﻿2016-05-10 07:29,Faimon Volcano Hell - 1,Win,1:16,1418,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:31,Faimon Volcano Hell - 1,Win,1:25,2012,0,2,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 07:33,Faimon Volcano Hell - 1,Win,1:11,1915,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 07:36,Faimon Volcano Hell - 1,Win,1:23,1501,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:39,Faimon Volcano Hell - 1,Win,1:05,1333,0,4,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-10 07:41,Faimon Volcano Hell - 1,Win,1:13,1110,0,1,Rune,4*,6109,Revenge,57.19%,1,Common,ATK +10,CRI Dmg 5%,,,,
﻿2016-05-10 07:43,Faimon Volcano Hell - 1,Win,1:05,1503,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 07:46,Faimon Volcano Hell - 1,Win,1:23,1659,0,1,Rune,3*,3427,Revenge,49.08%,1,Common,ATK +7,Resistance 4%,,,,
﻿2016-05-10 08:10,Faimon Volcano Hell - 1,Win,1:22,1246,0,2,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 08:12,Faimon Volcano Hell - 1,Win,1:01,1240,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 08:14,Faimon Volcano Hell - 1,Win,1:05,1125,0,2,Rune,3*,3182,Revenge,49.08%,1,Magic,ATK +7,,ATK 4%,,,
﻿2016-05-10 08:17,Faimon Volcano Hell - 1,Win,1:38,1828,0,2,Rune,3*,3427,Revenge,46.51%,1,Common,ATK +7,SPD +1,,,,
﻿2016-05-10 08:21,Faimon Volcano Hell - 1,Win,1:25,435,0,0,Rune,3*,3427,Revenge,49.08%,1,Common,ATK +7,SPD +3,,,,
﻿2016-05-10 08:26,Tamor Desert Hell - 3,Win,1:30,2239,0,2,Rune,4*,2756,Endure,54.99%,3,Common,DEF +10,CRI Dmg 3%,,,,
﻿2016-05-10 08:30,Tamor Desert Hell - 3,Win,0:52,1773,0,1,Rune,3*,1739,Endure,50.36%,3,Magic,DEF +7,SPD +1,Accuracy 4%,,,
﻿2016-05-10 10:17,Faimon Volcano Hell - 1,Win,1:53,1453,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:20,Faimon Volcano Hell - 1,Win,1:08,1757,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:25,Faimon Volcano Hell - 1,Win,1:33,1424,0,1,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 10:26,Faimon Volcano Hell - 1,Win,1:18,1273,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:28,Faimon Volcano Hell - 1,Win,1:18,1516,0,1,Inugami (Fire) 3*,,,,,,,,,,,,
﻿2016-05-10 10:30,Faimon Volcano Hell - 1,Win,1:12,1352,0,1,Rune,4*,6546,Revenge,58.42%,1,Magic,ATK +10,Resistance 3%,CRI Rate 3%,,,
﻿2016-05-10 10:32,Faimon Volcano Hell - 1,Win,1:04,1549,0,1,Rune,3*,3182,Revenge,48.12%,1,Magic,ATK +7,,HP 3%,,,
﻿2016-05-10 10:33,Faimon Volcano Hell - 1,Win,1:04,2413,0,0,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 10:36,Faimon Volcano Hell - 1,Win,1:22,1564,0,1,Rune,3*,3182,Revenge,49.08%,1,Magic,ATK +7,,SPD +3,,,
﻿2016-05-10 10:38,Faimon Volcano Hell - 1,Win,1:08,1670,0,0,Rune,4*,6109,Revenge,53.89%,1,Common,ATK +10,CRI Dmg 2%,,,,
﻿2016-05-10 10:40,Faimon Volcano Hell - 1,Win,1:16,971,0,1,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 10:42,Faimon Volcano Hell - 1,Win,1:13,1582,0,2,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:44,Faimon Volcano Hell - 1,Win,1:20,1200,0,0,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:49,Faimon Volcano Hell - 1,Win,1:04,2191,1,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:51,Faimon Volcano Hell - 1,Win,1:03,1229,1,0,Hellhound (Fire) 2*,,,,,,,,,,,,
﻿2016-05-10 10:53,Faimon Volcano Hell - 1,Win,1:18,1825,0,1,Rune,3*,2937,Revenge,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-10 10:55,Faimon Volcano Hell - 1,Win,0:54,1708,1,0,Rune,4*,5236,Revenge,51.69%,1,Common,ATK +10,,,,,
﻿2016-05-10 10:57,Faimon Volcano Hell - 1,Win,1:06,2342,0,2,Rune,3*,3427,Revenge,48.12%,1,Common,ATK +7,Accuracy 3%,,,,
﻿2016-05-12 21:29,Hall of Wind B8,Win,2:19,2397,0,1,Essence of Wind(High) x1,,,,,,,,,,,,
﻿2016-05-12 21:31,Hall of Wind B8,Win,0:56,2096,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,
﻿2016-05-12 21:33,Hall of Wind B8,Win,1:02,2413,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,
﻿2016-05-12 21:34,Hall of Wind B7,Win,0:40,2100,0,0,Essence of Wind(Low) x5,,,,,,,,,,,,
﻿2016-05-12 21:35,Hall of Wind B7,Win,0:41,2730,0,3,Essence of Wind(Low) x5,,,,,,,,,,,,
﻿2016-05-12 21:36,Hall of Wind B7,Win,0:49,2468,0,1,Unknown Scroll x4,,,,,,,,,,,,
﻿2016-05-12 21:38,Hall of Wind B7,Win,0:38,2103,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,
﻿2016-05-12 21:40,Hall of Wind B6,Win,0:22,1861,1,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 21:42,Hall of Wind B6,Win,0:22,1605,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 21:43,Hall of Wind B6,Win,0:20,1931,0,0,Essence of Wind(Low) x4,,,,,,,,,,,,
﻿2016-05-12 21:44,Hall of Wind B6,Win,0:23,1793,0,1,Mystical Scroll,,,,,,,,,,,,
﻿2016-05-12 21:45,Hall of Wind B6,Win,0:28,1540,0,1,Essence of Wind(Low) x2,,,,,,,,,,,,
﻿2016-05-12 21:45,Hall of Wind B6,Win,0:19,1629,0,1,Essence of Wind(Low) x2,,,,,,,,,,,,
﻿2016-05-12 21:46,Hall of Wind B6,Win,0:27,1847,0,2,Angelmon (Wind) 1*,,,,,,,,,,,,
﻿2016-05-12 21:47,Hall of Wind B6,Win,0:25,1780,0,1,Essence of Wind(Low) x2,,,,,,,,,,,,
﻿2016-05-12 21:48,Hall of Wind B6,Win,0:23,1851,0,0,Essence of Wind(Low) x2,,,,,,,,,,,,
﻿2016-05-12 21:49,Hall of Wind B6,Win,0:19,1932,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,
﻿2016-05-12 21:50,Hall of Wind B6,Win,0:27,1710,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 21:50,Hall of Wind B6,Win,0:20,2135,0,1,Essence of Wind(Mid) x2,,,,,,,,,,,,
﻿2016-05-12 21:52,Hall of Wind B6,Win,0:26,1833,0,1,Essence of Wind(Mid) x2,,,,,,,,,,,,
﻿2016-05-12 23:21,Hydeni Ruins Hell - 5,Win,1:06,1560,0,0,Rune,4*,2940,Guard,53.75%,5,Common,HP +160,ATK +6,,,,
﻿2016-05-12 23:22,Hydeni Ruins Hell - 5,Win,0:27,963,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 23:23,Hydeni Ruins Hell - 5,Win,0:46,404,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 23:25,Hydeni Ruins Hell - 5,Win,1:04,1216,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-12 23:27,Hydeni Ruins Hell - 5,Win,0:33,1518,0,0,Rune,3*,1443,Guard,47.63%,5,Magic,HP +100,,DEF +7,,,
﻿2016-05-12 23:28,Hydeni Ruins Hell - 5,Win,0:42,1336,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 23:31,Hydeni Ruins Hell - 5,Win,0:54,547,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-12 23:33,Hydeni Ruins Hell - 5,Win,0:46,2154,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
